CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;ESTE;NORTE;LONGITUD;LATITUD
95899;Fullcarga;ROXANA LORENA BASILIO HILARIO (C);ARTURO PRAT  1215;SANTIAGO;;346963;6296388;-70.64732233;-33.46131597
95905;Fullcarga;DIEGO NET@ (C);ALAMEDA (LOCAL 3 METRO ECUADOR) 4430;ESTACION CENTRAL;;342409;6296973;-70.696206262892;-33.455378791017
95910;Fullcarga;KATIA POLO MORILLOS (C);PEDRO FONTOVA 4073;CONCHALI;;344615;6304313;-70.670649;-33.389242
95911;Fullcarga;JOANANNA Y JOSE (C);1 DE MAYO  4745;PEDRO AGUIRRE CERDA;;343980;6293365;-70.6799392;-33.48814017
95918;Fullcarga; MARCOS BAEZ SEPULVEDA (C);TTE PONCE  1525;CONCHALI;;344846;6304028;-70.66877172;-33.39212944
95919;Fullcarga;LUIS ROJAS JAQUE (C);GALVARINO  917;MAIPU;;335720;6291418;-70.7691666666667;-33.504455
95920;Fullcarga;LUIS ROJAS JAQUE (C);CUATRO PONIENTE  2056;MAIPU;;333731;6290683;-70.7907050555555;-33.5107730555555
95930;Fullcarga;SEBASTIAN;PUERTO MONTT  01613;SAN BERNARDO;;341588;6284046;-70.7073267046161;-33.5718020094332
95935;Fullcarga;MARIA JARA VEJAR;LUIS CARRERA FRENTE AL 1863;VITACURA;;352933;6304076;-70.58128328421127;-33.39255266828206
95937;Fullcarga;CARLOS ALBERTO CAMPOS BRAVO;FABRICIANO GONZALEZ  5458;MACUL;;351818;6291872;-70.595848;-33.502720
95938;Fullcarga;LUKAS;SAN PABLO  4875;QUINTA NORMAL;;341832;6298658;-70.7021110893658;-33.4401043732212
95939;Fullcarga;BOTILLERIA LOS VERA;EL MOLINO  29997;PUDAHUEL;;323268;6304606;-70.900000;-33.383300
95940;Fullcarga;IQUIQUE;PSJE IQUIQUE 1286;PUDAHUEL;;336903;6299343;-70.754994768757;-33.4331918610256
95941;Fullcarga;INES LEIVA SILVA;DORSAL FRENTE AL 6198;LO PRADO;;340011;6297324;-70.721931;-33.45186193
95947;Fullcarga;ANAKAREN;SAN FRANCISCO  9037;PUDAHUEL;;336356;6299178;-70.7609064795761;-33.4345906501113
95950;Fullcarga;JUAN;PSJE ALGARROBO  1051;RENCA;;340393;6302141;-70.7169767583333;-33.40849125
95954;Fullcarga;EBEN EZER ;AV CLOTARIO BLEST  4993;PEDRO AGUIRRE CERDA;;344366;6292815;-70.6758802014389;-33.4931580100689
95957;Fullcarga;EL MEZON;CHACON ZAMORA  7030;LA FLORIDA;;353395;6290239;-70.5791437614142;-33.5176587313772
95962;Fullcarga;LA MAMY;LAGO ROSSELOT  1336;PEÑALOLEN;;356553;6295564;-70.54429507;-33.47007461
95966;Fullcarga;FULL MARKET;PIRINEOS 1070;SAN BERNARDO;;344184;6281403;-70.679264;-33.595732
95970;Fullcarga;JUANA CALCUMIL REYES;ENRIQUE MATTE  1780;PEDRO AGUIRRE CERDA;;345749;6293862;-70.6608202835417;-33.4839164594792
95973;Fullcarga;MIREYA DEL CARMEN NAVARRETE SEPULVEDA;MAÑIO  6473;LA GRANJA;;349837;6290072;-70.61746606;-33.51866623
95983;Fullcarga;ABASTO LARRAIN;LARRAIN 6745;LA REINA;;355026;6297460;-70.55984762282799;-33.45248458227149
95985;Fullcarga;LA CHASCONA (C);PASAJE EL PONCHO 2706;LA FLORIDA;;354659;6288605;-70.56579833;-33.5325599
95989;Fullcarga;EL TOMECINO;DIAGONAL SANTA IRENE 3060;LA FLORIDA;;354571;6290090;-70.56650696298729;-33.51916291129061
96002;Fullcarga;JUAN CARLOS MILLAN SEPULVEDA;DIEGO SILVA 1491;CONCHALI;;344724;6304946;-70.6699299158414;-33.3838405039634
96039;Fullcarga;ALANYS Y RANDY;AV MATTA  1482;SANTIAGO;;346242;6296467;-70.65506987;-33.4604995
96093;Fullcarga;TIENDA UPA!-SHELL  (F.592);EYZAGUIRRE 1278;SAN BERNARDO;;357154;6280102;-70.54030559970626;-33.60956509020484
96166;Fullcarga;BUENA SEMILLA;MANUEL ANTONIO MATTA  819;QUILICURA;;339733;6306802;-70.7232343915028;-33.3663741823937
96169;Fullcarga;CAMY;PJE SAN NICOLAS  1576;MAIPU;;336638;6286684;-70.760154431494;-33.5472756395186
96185;Fullcarga;ANMAROAN;SANTA ROSA 8693;SAN RAMON;;348292;6287724;-70.6344911035083;-33.5396183188376
96209;Fullcarga;EL ORIENTE;MARTIN DE SOLIS  15778;SAN BERNARDO;;343280;6280776;-70.6891041517015;-33.60125104765467
96246;Fullcarga;SACHA;ALCALDE SALAS HERRERA  3240;RENCA;;342772;6301560;-70.691505;-33.414078
96329;Fullcarga;FLOR DE MARIA;GABRIELA MISTRAL  811;LO PRADO;;338662;6298219;-70.736282;-33.443592
96331;Fullcarga;FLORITA;AV MACUL  3260;MACUL;;351425;6293869;-70.59917792672945;-33.484367579315766
96339;Fullcarga;MANUEL MUÑOZ FAMBUENA;BERNARDO OHIGGINS 240 LOCAL 5;SANTIAGO;;347653;6298806;-70.63891998040276;-33.439327895421954
96439;Fullcarga;EL GALLO;LOS SAUCES 5675;QUINTA NORMAL;;341188;6301616;-70.70852112;-33.41334409
96442;Fullcarga;LA LIMEÑITA;ARTURO PRAT 1633;SANTIAGO;;347011;6295702;-70.646927;-33.4675095
96465;Fullcarga;SOC. COMERCIAL BELMAR Y ROJAS LTDA;LOS OLMOS  2712;MACUL;;351007;6294463;-70.6041394832948;-33.4792476303853
96467;Fullcarga;EL CASTILLO;LO MARTINEZ  677;EL BOSQUE;;345038;6284082;-70.6701605123979;-33.5719903427839
96470;Fullcarga;MARIO ENRIQUE DAVILA VEGA;GETSEMANI  299;LO BARNECHEA;;359575;6307197;-70.5094028104886;-33.365301053758934
96505;Fullcarga;BELEN;CARLOS CASTELLON  1073;LA FLORIDA;;351064;6287553;-70.60468381;-33.54155528
96559;Fullcarga;CAAN GOOL CRIS;SANTA LORENA  1958;LA PINTANA;;349863;6298945;-70.6157064239999;-33.4386700269999
96605;Fullcarga;SHALOM;VICUNA MACKENNA  901;SANTIAGO;;348433;6297253;-70.630796;-33.453441
96613;Fullcarga;PATITO;AV ROLANDO FRODEN  1792;LA FLORIDA;;352916;6290024;-70.5843339123471;-33.5195317340146
96658;Fullcarga;EL EMPORIO VERDE LIMITADA;JOSE JOAQUIN AGUIRRE LUCO 636;HUECHURABA;;347576;6305622;-70.63915984039858;-33.378153042228625
96659;Fullcarga;ANGIE;DIAGONAL JOSE MARIA CARO 2798;RECOLETA;;346998;6303041;-70.645812452;-33.4013421169999
96668;Fullcarga;DON FRANCIS;TARAPACA 726;SANTIAGO;;347090;6298029;-70.6456823089571;-33.4465405779838
96669;Fullcarga;DON AARON;TOME  0294;LA GRANJA;;348895;6288531;-70.6278690947482;-33.5324308232004
96677;Fullcarga;EL GLOTON (C);MAPOCHO 6101 A;CERRO NAVIA;;340212;6300261;-70.7192508;-33.4254086666667
96699;Fullcarga;RODRIGO;LOS SATELITES 7532;CERRILLOS;;339173;6291853;-70.731358;-33.500772
96701;Fullcarga;SAJOWALDANA;ZAPADORES 1152;RECOLETA;;346242;6304580;-70.65367916;-33.38735244
96760;Fullcarga;JUMBITO;TARMA TAMBO 2890;INDEPENDENCIA;;344287;6302944;-70.674970957958;-33.4018195590362
96844;Fullcarga;DONDE LA ANY;PASAJE DOCE 0955;PUENTE ALTO;;355013;6280538;-70.56330159709286;-33.6053405652853
96845;Fullcarga;CIBERNAUTA.NET;DOCTOR MARCELO FITTE 4540;QUINTA NORMAL;;342272;6301179;-70.6969399;-33.41744203
96846;Fullcarga;LOS NEGRITOS;POZO AL MONTE 9076;LAS CONDES;;357264;6301426;-70.5357133009326;-33.4173173983938
96857;Fullcarga;EL SALVAVIDAS;LLAIMA 1661;CONCHALI;;344110;6304984;-70.676521;-33.383400
96877;Fullcarga;ROCKY;CUATRO PONIENTE  2165;MAIPU;;333762;6290875;-70.7903412876343;-33.5090519019613
96879;Fullcarga;MINIMARKET PEPE;JOSE JOAQUIN PEREZ  7425A;CERRO NAVIA;;338311;6299757;-70.73978227;-33.42967403
96954;Fullcarga;POLLA Y LOTERIA;LIBERTADOR BERNARDO OHIGGINS 1101 L8-A;SANTIAGO;;346536;6298257;-70.6515974575844;-33.44440126181773
96956;Fullcarga;EVELYN;LAS NACIONES  1953;MAIPU;;334274;6290427;-70.7849087241558;-33.5131646611516
96957;Fullcarga;SHAGUITO;LIBERTADOR DE CHILE 2401;MAIPU;;333571;6291508;-70.7922805611852;-33.5033106807271
96959;Fullcarga;BRASIL;LA GALAXIA 841 DEPTO 13;MAIPU;;333425;6289461;-70.7942313543916;-33.5217457451794
96975;Fullcarga;LA NENITA;QUELLON VILLA CHILOE 4317;PUENTE ALTO;;348978;6277865;-70.6287750515853;-33.6286042540971
96976;Fullcarga;SUPERIOR;SAGRADA FAMILIA 01726;PUENTE ALTO;;350131;6277513;-70.6164159444444;-33.6319415555556
96987;Fullcarga;BAMBI;PASAJE COLOSO 1298;RENCA;;339063;6302212;-70.7312546455655;-33.4076486072659
96993;Fullcarga;LA JOVY;DESIERTO DE ATACAMA 2827;PUENTE ALTO;;352510;6282702;-70.5899136519204;-33.585488891496
97016;Fullcarga;LA ESQUINA;JUANITA ORIENTE 0646;PUENTE ALTO;;350479;6278234;-70.612549;-33.625496
97018;Fullcarga;ZONA TABACO;RECOLETA 5252;HUECHURABA;;347614;6305539;-70.638779;-33.378910
97021;Fullcarga;FAMILIA DE ISAI;LOS NOGALES 468 468;HUECHURABA;;348433;6306918;-70.6297366091954;-33.3665849425287
97040;Fullcarga;BAZAR DEYKA LTDA.;JUAN DE DIOS MALEBRAN 3093;PUENTE ALTO;;352329;6282961;-70.59181508277803;-33.58312680724285
97092;Fullcarga;BOTILLERIA LIBERTAD;SALTO 1801 1801;RECOLETA;;347873;6302015;-70.6365863533374;-33.4107141664366
97097;Fullcarga;DON KIKO;CESTEROS 7064;PEÑALOLEN;;355011;6294968;-70.5609860124495;-33.47523697103
97103;Fullcarga;GENNESIS;RIO COPIAPO 9557;PUDAHUEL;;335302;6299758;-70.7721425666667;-33.4292063888889
97110;Fullcarga;ALMACEN EL AÑE;BALMACEDA 1051;SAN BERNARDO;;344254;6281632;-70.6790369160933;-33.5939655804629
97136;Fullcarga;NALDO;AV LAGO DE LUGANO 18820;MAIPU;;334143;6284883;-70.78735023;-33.56312807
97137;Fullcarga;EL DIAMANTE;LOS DIAMANTES  LOC 3 0467;MAIPU;;335980;6288760;-70.7668570767119;-33.5284563992958
97173;Fullcarga;LOS NONOS; ZAPADORES  1235;CONCHALI;;345716;6304665;-70.6593171264368;-33.3865133908046
97198;Fullcarga;EL VECINO;SAN JUAN DE LA CRUZ 1468;LA PINTANA;;346686;6285853;-70.6521114159275;-33.5562578405923
97253;Fullcarga;FLORES HERMANOS;FARIÑA  414;RECOLETA;;346628;6300182;-70.6502750679161;-33.427065186076
97406;Fullcarga;SANTA OLGA;OBISPO JAVIER VASQUEZ VALENCIA 6570;LO ESPEJO;;343500;6291217;-70.68547325759202;-33.50743292834772
97427;Fullcarga;ERICKO;CARACAS  2610;PEÑALOLEN;;354508;6294326;-70.5664934027778;-33.4809591319444
97443;Fullcarga;SERVICELL;ALAMEDA 3410 LOCAL B4;ESTACION CENTRAL;;343790;6297380;-70.681290;-33.451916
97481;Fullcarga;SAN ALBERTO;CARMEN MENA  224;SAN JOAQUIN;;349351;6291091;-70.6225288256503;-33.5094160445521
97499;Fullcarga;MEME;PASAJE BATALLA DE RANCAGUA  470;MAIPU;;335739;6293383;-70.7685985836055;-33.486741251342
97502;Fullcarga;DON PROMO;QUELLON  1481;MAIPU;;336535;6286497;-70.76129518365042;-33.54894461981895
97504;Fullcarga;CONCESIONARIA CASINO;LO ESPEJO  3200;CERRILLOS;;340778;6288883;-70.7151915760932;-33.5280795551336
97506;Fullcarga;HASSMARKET;MEXICO  10639;LA FLORIDA;;354247;6286258;-70.5706243;-33.5536703
97560;Fullcarga;TIA PATY;RELOJ DE SOL 3705 DEPTO.13;PUENTE ALTO;;349531;6277511;-70.6228762963484;-33.6318766725662
97562;Fullcarga;BAYRON;EL MENSAJERO 10855;LA PINTANA;;349577;6285359;-70.6210580555556;-33.5611238888889
97571;Fullcarga;KIOSCO ANITA;PERICLES AL LADO DE  1522;ÑUÑOA;;349867;6296306;-70.61610011;-33.46246989
97572;Fullcarga;MUSTAFA;JUAN FRANCISCO GONZALEZ 705;QUILICURA;;337544;6306384;-70.7468316666667;-33.3698116666666
97638;Fullcarga;IRMA;LOS ESCRITORES  956;MAIPU;;335661;6289849;-70.77009175;-33.51859671
97639;Fullcarga;EDUARDO;PASAJE LAGUNA BLANCA 0822;MAIPU;;333747;6287889;-70.7910587962288;-33.53596966393
97641;Fullcarga;DOUGLAS;PANGAL 2014;MAIPU;;334101;6290571;-70.786747038452;-33.5118389764276
97654;Fullcarga;DON RAUL;QUILHUIRI 2476;MACUL;;352217;6294641;-70.59109649;-33.47780354
97660;Fullcarga;GETSEMANI;EJERCITO FRENTE AL  303;SANTIAGO;;345688;6297525;-70.6608434216518;-33.4508863076677
97667;Fullcarga;NIC-SJR;PASJE ARIEL ARANCIBIA 231;MAIPU;;333605;6289017;-70.792372116642;-33.5257720982555
97670;Fullcarga;DOÑA FLOR;EL LIBANO 3109-A;MACUL;;352395;6294000;-70.5892811182028;-33.4836122454076
97673;Fullcarga;SANTA GEMITA;LOS TULIPANES 2391;RENCA;;341971;6303978;-70.69968953111041;-33.3921604340047
97676;Fullcarga;GENESIS;JAVIERA SALAS 4296;ESTACION CENTRAL;;342773;6296405;-70.692390;-33.460556
97681;Fullcarga;LA PAZ DE SAN MARTIN;DIVINO MAESTRO 7639;CERRILLOS;;339423;6291669;-70.729275;-33.5027566666667
97684;Fullcarga;ESTABLECIMIENTOS MAURY;LO ERRAZURIZ 320 LOCAL 2;CERRILLOS;;340826;6291999;-70.7141194805478;-33.4999866968565
97685;Fullcarga;DONDE CARLITOS;ANDROMEDA 7749;CERRILLOS;;339265;6291549;-70.73099416;-33.50381743
97821;Fullcarga;ALMACEN SONIA;COLON 1407;INDEPENDENCIA;;345972;6300718;-70.6572426430118;-33.4221368755316
97825;Fullcarga;ALMACEN PATRICIA;PASAJE PRINCIPAL 921;INDEPENDENCIA;;344766;6300758;-70.6701974300039;-33.421599980851
97828;Fullcarga;CENTRO DE INTERNET;INDEPENDENCIA 1551;INDEPENDENCIA;;345846;6301736;-70.6584240060352;-33.4129380094587
97831;Fullcarga;ALMACEN - BAZAR;AGATA 3552;RENCA;;342652;6302710;-70.69259027;-33.40369721
97836;Fullcarga;PLAZUELA EL NOGAL;PLAZUELA EL NOGAL 6;ESTACION CENTRAL;;342851;6298063;-70.69125638;-33.44561909
97845;Fullcarga;PATRICIA VILLAROEL GONZALEZ;HECTOR ORREGO 7353;CERRILLOS;;339561;6292197;-70.7276945560653;-33.4980214364071
97861;Fullcarga;DIONE;AGUSTINAS  3102;SANTIAGO;;344107;6298268;-70.6777177272727;-33.4439575757576
97863;Fullcarga;MANUEL; MAIPU  0473;MAIPU;;337337;6291154;-70.75181592;-33.50708833
97889;Fullcarga;PAOLA;RIO AMAZONAS 3654;CONCHALI;;345699;6304165;-70.659589819297;-33.3910200491289
97891;Fullcarga;DON PEPE; FRANCISCO BILBAO 8065;LA REINA;;355530;6299933;-70.554600206;-33.430547228
97939;Fullcarga;EL 21 DE QUERI;CORONA SUECA 8536;PUDAHUEL;;337545;6297759;-70.74837475409038;-33.44757246588857
97959;Fullcarga;LA VIVI;DIVINO MAESTRO 7640;CERRILLOS;;339438;6291630;-70.7291185;-33.5031108333333
97962;Fullcarga;PABLO SELAIVA ULLOA;LAS VIOLETAS 6073;CERRILLOS;;340984;6292977;-70.71224026;-33.49119795
98036;Fullcarga;SEÑORA RAQUEL;EL PELICANO  LOC F 10057;LA FLORIDA;;353738;6286779;-70.5760205;-33.54890375
98056;Fullcarga;LE BAMBOU MINIMARKET;LO MARCOLETA 0589;QUILICURA;;336991;6307290;-70.752049;-33.361269
98065;Fullcarga;APTC MASCOTAS; FERNANDEZ ALBANO  A 1895;SAN RAMON;;347997;6288990;-70.6374618297589;-33.5281633757534
98074;Fullcarga;JANNETTE;MANANTIALES 6298;CERRO NAVIA;;340093;6300633;-70.72046257;-33.42203824
98098;Fullcarga;ANCLAMAR;BACTERIOLOGICO 10462;LA FLORIDA;;353196;6286296;-70.581378;-33.552902
98133;Fullcarga;ALMACEN Y BAZAR;ARTURO PRAT 5088;RENCA;;339851;6302567;-70.7227246721318;-33.4045698534441
98136;Fullcarga;ALMACEN LOYDITA;LAS ESTRELLAS 2924;INDEPENDENCIA;;344315;6303007;-70.674675;-33.401264
98183;Fullcarga;CAMILITA;BRASIL  2453;CERRILLOS;;339422;6293462;-70.7289655523872;-33.4865921841673
98188;Fullcarga;EMILIANA;PROFESOR FUENTES MATURANA 5384;QUINTA NORMAL;;341300;6300763;-70.707466;-33.421043
98230;Fullcarga;GADAKY;ESCRITOR ROBERTO BOLAÑOS 13671;SAN BERNARDO;;344726;6282480;-70.673805;-33.586388
98297;Fullcarga;DON TOMAS;FRANCIA  4069;CERRILLOS;;340218;6294186;-70.7202663984118;-33.4801849006582
98308;Fullcarga;MARCELA JACQUELINE FEMINIAS GONZALEZ;SALVADOR GUTIERREZ 8170;CERRO NAVIA;;336766;6301127;-70.756139754902;-33.4170884803922
98309;Fullcarga;TOM;COLBUN 1278;CERRO NAVIA;;338977;6299515;-70.73266869;-33.43195742
98370;Fullcarga;LORENA;PASAJE 128 CASA 892;PEÑALOLEN;;355629;6296194;-70.55413963501383;-33.464269066294
98507;Fullcarga;DON REMI;CALLE SEIS 1298;RENCA;;340041;6302346;-70.72072256816091;-33.4065933595919
98510;Fullcarga;MANOLO;JOSE JOAQUIN PEREZ 2702;RENCA;;343822;6301530;-70.68021907;-33.41450016
98516;Fullcarga;ALMACEN LOS BASTIAS;MANUEL RODRIGUEZ 4410;ESTACION CENTRAL;;342597;6294913;-70.69454997;-33.47398543
98519;Fullcarga;FARMACIA Y PERFUMERIA BENJAMIN;GENERAL PRIETO 1028;INDEPENDENCIA;;346331;6299844;-70.65353;-33.4300666666667
98567;Fullcarga;LA ESQUINITA;LUIS CRUZ MARTINEZ 4416;ESTACION CENTRAL;;342587;6294734;-70.69468425933493;-33.47559614787551
98569;Fullcarga;GONZALO ESTEBAN CARVACHO BUSTAMANTE;ALAMEDA 3850 LOCAL 33;ESTACION CENTRAL;;343084;6297171;-70.6889144934942;-33.4536999486784
98571;Fullcarga;IGNACITA (C);BRASIL 7891-B;RENCA;;337332;6303212;-70.74968806276127;-33.398377365587955
98616;Fullcarga;M&S;ELEODORO RODRIGUEZ MATTE  0391;MAIPU;;334078;6287198;-70.7876215644836;-33.5422549225002
98617;Fullcarga;MILLARAY;PEDRO NUÑEZ FERNANDEZ  1615;PUENTE ALTO;;351506;6283467;-70.60060088;-33.57845519
98618;Fullcarga;LOS ANGELES;SANTA ANA  1660;SAN RAMON;;347749;6289352;-70.6400633333333;-33.5248616666667
98623;Fullcarga;SANDRA TORO ESPINOZA (C);NOGALES 505;SAN BERNARDO;;341625;6280700;-70.706953;-33.601697
98693;Fullcarga;L Y M;PUERTO DE ANTOFAGASTA 761;QUILICURA;;337116;6307675;-70.7512020627094;-33.3581014546537
98694;Fullcarga;LA SARITA;TAURO 0566;QUILICURA;;336856;6307854;-70.75396292174163;-33.356451631244454
98695;Fullcarga;DONDE LA CLAUDIA;JESUS OBRERO 600;QUILICURA;;336364;6307094;-70.7593827379474;-33.3632330336662
98696;Fullcarga;MAR Y SOL;ORURO 0474;QUILICURA;;340177;6308082;-70.7182386004102;-33.3548949382188
98701;Fullcarga;ELIZABETH CATHERINE MONREAL RIOS;MANANTIALES 6089;QUINTA NORMAL;;340345;6300602;-70.71776435;-33.42236336
98704;Fullcarga;MAXIPAN LTDA.;J.J. PEREZ 6099;QUINTA NORMAL;;340155;6299688;-70.7199685185185;-33.4305701851852
98711;Fullcarga;JUANITO;LOS PLANETAS 7598;CERRILLOS;;338917;6291780;-70.73469285;-33.50168189
98713;Fullcarga;EL PAMPINO;HECTOR ORREGO 7273;CERRILLOS;;339614;6292406;-70.727080357376;-33.4961407763713
98722;Fullcarga;BOTILLERIA DONDE ALICIA;ALBERTO GONZALEZ 3967;CONCHALI;;344988;6304808;-70.6671145120971;-33.3851232640521
98724;Fullcarga;ALMACEN LION OF JUDASH;PEDRO FONTOVA 3934;CONCHALI;;344699;6304177;-70.6703274367598;-33.3907704623979
98748;Fullcarga;LOS CHUQUIS;AMERICA 0213;SAN BERNARDO;;341807;6282863;-70.7051795530567;-33.5825002122263
98757;Fullcarga;POLO;LO ESPEJO  0983;EL BOSQUE;;343897;6287549;-70.68184185590663;-33.54056313408989
98758;Fullcarga;CLAUDIA;MANUELA ERRAZURIZ  4930;PEDRO AGUIRRE CERDA;;345063;6292704;-70.6684005701754;-33.4942617105263
98764;Fullcarga;SAN JOSE ;RIO PUELCHE  3816;PUENTE ALTO;;349442;6279695;-70.6234647973639;-33.6121706396258
98771;Fullcarga;VELEROS;EL COBRE 769 LOCAL W;ÑUÑOA;;353054;6296368;-70.5818113113577;-33.4623477393658
98772;Fullcarga;CRISTIAN;IRARRAZAVAL 2030;ÑUÑOA;;350311;6297320;-70.6111533460918;-33.4533844401899
98775;Fullcarga;ALMACEN JAZMIN (C);ALDUNATE 1401;SANTIAGO;;346344;6296028;-70.65404735;-33.46447319
98777;Fullcarga;VICTOR ALFREDO BASILIO HILARIO (C);SAN FRANCISCO 1196;SANTIAGO;;347179;6296463;-70.6449862329059;-33.4606719746688
98778;Fullcarga;VALERIA ESPINOZA ALLENDES (C);AYSEN 3204;SAN JOAQUIN;;348520;6293676;-70.6310288283173;-33.4859907722845
98849;Fullcarga;ORIETTA WYSS;NONATO COO  2796;PUENTE ALTO;;354524;6282756;-70.568207501718;-33.5852773818962
98851;Fullcarga;MI SUEÑO;TOME 661;PUENTE ALTO;;355551;6280828;-70.5574622736624;-33.6028064927093
98991;Fullcarga;TIENDA UPA!-SHELL  (F.169);CRISTOBAL COLON 7026;LAS CONDES;;355364;6301346;-70.5561519617705;-33.4177805994352
98992;Fullcarga;TIENDA UPA!-SHELL  (F.171);MANQUEHUE NORTE 1280;VITACURA;;353840;6303826;-70.5721365378518;-33.3952165438007
99006;Fullcarga;KRIKA KEY;LO MARCOLETA 0273;QUILICURA;;337941;6307567;-70.742351754386;-33.3592007017544
99009;Fullcarga;COLO COLO;ANDRES DE USTARIZ 4301;QUINTA NORMAL;;342635;6298244;-70.6935572727273;-33.4439568181818
99017;Fullcarga;MIS KOSITAS;ROSA ESTER RODRIGUEZ 6886;CERRILLOS;;340061;6293259;-70.72211876;-33.4885184
99022;Fullcarga;MINIMARKET EL GRUÑON;JULIO MONTT SALAMANCA 5914;CONCHALI;;342711;6306322;-70.6913181755314;-33.3711409118361
99024;Fullcarga;LOS VECINOS;ZAPADORES 1404;CONCHALI;;345045;6304663;-70.6665325870762;-33.3864353328901
99026;Fullcarga;BOTILLERIA EL CESANTE;BARON DE JURA REALES 3680;CONCHALI;;343708;6303540;-70.6810890323828;-33.3963641772103
99036;Fullcarga;MARISOL;MATTA 660;SANTIAGO;;347425;6296720;-70.64229921;-33.45838657
99037;Fullcarga;ADONAIS;SAN GUILLERMO  0530;PUENTE ALTO;;350929;6278481;-70.607645;-33.623328627451
99092;Fullcarga;RUTH;POZO AL MONTE  1322;MAIPU;;337911;6290362;-70.7457834986369;-33.5143139439814
99093;Fullcarga;FRIZ;CONDORES DE CHILE  1364;MAIPU;;335943;6293269;-70.7664244409861;-33.4878015877825
99094;Fullcarga;MARIA ELENA;MARIA ELENA 861;LA FLORIDA;;351773;6285308;-70.59741412;-33.56189412
99114;Fullcarga;LA CENTRAL 2;LOS BAQUEANOS 9537;PEÑALOLEN;;357606;6295199;-70.53302704995;-33.4735089436863
99115;Fullcarga;LILY;VICARIA  2349;MAIPU;;333885;6291007;-70.78899462;-33.50787483
99116;Fullcarga;JIMMY;EL ACERO  10955;LA FLORIDA;;354173;6285975;-70.57146343;-33.55621344
99123;Fullcarga;FRANCIA;INDUSTRIAS  8453;LA CISTERNA;;344681;6288822;-70.6731777011494;-33.5292033908046
99124;Fullcarga;EL TIO;RETEN  3871;PUENTE ALTO;;349396;6278209;-70.6242116666667;-33.62556
99125;Fullcarga;MULTIJUEGOS Y CENTRO DE PAGOS;ARTURO PRAT 4805;RENCA;;340295;6302629;-70.717941;-33.404083
99133;Fullcarga;ABARROTES ANITA;LAS TORRES  1426;PEÑALOLEN;;358187;6295153;-70.52678443165021;-33.47399607946195
99135;Fullcarga;SAN MIGUEL;SAN MIGUEL  1441;LA FLORIDA;;350894;6285338;-70.60688743;-33.56149913
99145;Fullcarga;GENESIS;LOS COIGUES  5571;PEÑALOLEN;;354018;6291764;-70.5721904396053;-33.503994373982856
99179;Fullcarga;MI BARRIO;LOS OLMOS 3815;MACUL;;352116;6294414;-70.59221964;-33.47983983
99181;Fullcarga;SANTA MARTA;ADELA MARTINEZ 419;RECOLETA;;347747;6304540;-70.63751236;-33.38793178
99194;Fullcarga;YOYITA;LAS PARCELAS  10551;LA GRANJA;;349653;6285824;-70.62016119;-33.55694677
99196;Fullcarga;CAROLINA;ARICA 4058;ESTACION CENTRAL;;342985;6296563;-70.6900800010658;-33.4591591033004
99199;Fullcarga;LOS REYES;CORDILLERA  218;LA REINA;;357386;6297328;-70.5350583333333;-33.4542851041667
99203;Fullcarga;CAMILA;LA TRAVESIA 8755;PUDAHUEL;;336350;6297020;-70.76136054286826;-33.45405065949971
99242;Fullcarga;SOLEDAD;ZURICH NORTE  0782;LA CISTERNA;;345166;6290085;-70.66774449;-33.51788213
99310;Fullcarga;EL TATA;GUADALUPE  7595;LO ESPEJO;;342813;6289940;-70.6930968070553;-33.5188488602571
99313;Fullcarga;MARGARITA VEGA;JOSE JOAQUIN PEREZ 6107;CERRO NAVIA;;340024;6299735;-70.72136517816143;-33.43012445327408
99314;Fullcarga;OLGUITA;RIO DURO 8208;CERRO NAVIA;;336713;6300841;-70.7567639814815;-33.4196561111111
99316;Fullcarga;LOS PEQUES;MARQUEZ DE MONTEPIO 6296;CERRO NAVIA;;339756;6299323;-70.7243187142857;-33.433802
99319;Fullcarga;BELEN;LOS GREMIOS 7687;RENCA;;337534;6302564;-70.747062;-33.403968
99330;Fullcarga;LA JUANITA;SAMUEL IZQUIERDO 2010;QUINTA NORMAL;;340739;6300721;-70.7134984200084;-33.4213421019132
99336;Fullcarga;CENTRO DE LLAMADOS;INDEPENDENCIA 5350;CONCHALI;;343444;6305423;-70.6836047720904;-33.3793467924247
99337;Fullcarga;ALMACEN RUBEN;HEROES DE IQUIQUE 1995;CONCHALI;;342705;6306508;-70.6913563082787;-33.3694574899521
99341;Fullcarga;LOS CHIQUILINOS;VICUÑA MACKENNA 22 D 22 ;LA CISTERNA;;345405;6287367;-70.66563674054312;-33.542420227586476
99346;Fullcarga;SHALOM;NAVIDAD 2894;PEDRO AGUIRRE CERDA;;343893;6291541;-70.6811874523268;-33.5045727397208
99349;Fullcarga;SANTA INES;MARILUAN 2297;PEDRO AGUIRRE CERDA;;345248;6294498;-70.6660947916667;-33.4781118055556
99352;Fullcarga;ALMACEN CARLA Y DANY;SANTA RAQUEL 4368;LA FLORIDA;;351690;6284896;-70.5983850330745;-33.5655974481859
99353;Fullcarga;BAZAR ALMACEN ARAGONITA;ARAGONITA 10401;LA FLORIDA;;350652;6286139;-70.60935694;-33.55424231
